School ID,School,Total,White No,White Pct,African American No,African American Pct,Native American No,Native American Pct,Asian Pacific Islander No,Asian Pacific Islander Pct,Hispanic No,Hispanic Pct,Year
609993,LARA,498,5.0,0.010019838475374939,18.0,0.03607141851134978,0.0,0.0,1.0,2.0120157581074173e-05,474.0,0.9538886228556942,2014
610033,LASALLE,553,196.47916289462876,0.39317367860912267,178.81489046001934,0.35776362680892215,0.0,0.0,54.056039603085935,0.0011923319805517405,123.64990704226597,0.2478703626014034,2014
610520,LASALLE II,605,178.37929424441052,0.30747059351710515,119.95429648918021,0.20642902038250877,1.0521504893597917,0.002172937056657987,25.010774894495825,0.0004489539373260304,280.60348388255363,0.4834784951064021,2014
610208,LAVIZZO,393,0.0,0.0,382.974924774323,0.9749247743229689,0.0,0.0,0.0,0.0,10.025075225677032,0.025075225677031094,2014
610034,LAWNDALE,418,0.0,0.0,418.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2014
400107,LEARN CHRT - SO CHICAGO,450,1.0080726538849645,0.0020181634712411706,378.3622603430878,0.8405650857719476,0.0,0.0,0.0,0.0,70.62966700302724,0.1574167507568113,2014
400047,LEARN CHTR - CAMPBELL,488,0.0,0.0,464.90562248995985,0.9528112449799196,0.0,0.0,0.0,0.0,23.09437751004016,0.04718875502008032,2014
400111,LEARN CHTR - HUNTER PERKINS,456,0.0,0.0,453.99598796389165,0.995987963891675,0.0,0.0,0.0,0.0,2.004012036108325,0.004012036108324975,2014
400151,LEARN CHTR 7,267,0.0,0.0,259.9338061465721,0.9739952718676123,0.0,0.0,0.0,0.0,7.066193853427896,0.026004728132387706,2014
400046,LEARN CHTR BUTLER,638,0.0,0.0,628.9009100101113,0.9858442871587462,0.0,0.0,0.0,0.0,9.099089989888776,0.01415571284125379,2014
400048,LEARN CHTR EXCEL,448,0.0,0.0,439.5031847133758,0.9808917197452229,0.0,0.0,0.0,0.0,8.496815286624203,0.01910828025477707,2014
400165,LEARN CHTR MIDDLE SCHOOL,284,0.0,0.0,276.0,0.971028971028971,1.0,0.003996003996003996,0.0,0.0,7.0,0.024975024975024972,2014
610291,LEE,885,18.0,0.020059725850413376,7.0,0.008023890340165351,2.0,0.002005972585041338,2.0,2.266635689312246e-05,856.0,0.9698877448674869,2014
400049,LEGACY CHTR CAMPUS,496,0.0,0.0,478.8313641245972,0.9656283566058002,1.0730397422126745,0.0021482277121374865,0.0,0.0,16.095596133190117,0.032223415682062294,2014
400119,LEGAL PREP CHTR - ACADEMY,251,1.0080645161290323,0.004032258064516129,244.9516129032258,0.9758064516129031,0.0,0.0,0.0,0.0,5.040322580645161,0.020161290322580645,2014
610305,LELAND,630,1.0,0.0019980019980019984,618.0,0.98001998001998,1.0,0.0019980019980019984,0.0,0.0,10.0,0.015984015984015987,2014
610298,LENART,289,44.84499173072144,0.18449917307214408,177.2809069641893,0.728090696418931,3.1238249483705665,0.01238249483705665,46.01970916133234,0.0019709161332339305,17.730567195386342,0.07305671953863424,2014
610036,LEWIS,511,6.036325507828467,0.012108502609488942,400.358130883198,0.7860436277326572,0.0,0.0,2.000118478499114,3.9492833038124403e-05,102.60542513047444,0.2018083768248157,2014
610037,LIBBY,495,1.0060362173038229,0.002012072434607646,408.4748490945674,0.8249496981891348,0.0,0.0,0.0,0.0,85.51911468812877,0.17303822937625754,2014
610038,LINCOLN,824,573.7196451945382,0.759208729304671,98.68197266839488,0.13101907192931145,7.477283762028206,0.009358505137807963,69.049958403489,0.0009795765389999233,75.07113997154968,0.0994341170892096,2014
609738,LINCOLN PARK HS,2267,663.8203523522722,0.3244247616028658,528.5237212265392,0.2581444339635707,5.220934425464318,0.0023256255312033396,223.10866426307575,0.0011438343481657359,846.3263277326485,0.4139613445541944,2014
610391,LINDBLOM HS,1175,23.246363517232343,0.020530293102695146,835.6719958065784,0.7226663172148692,3.0369545275848515,0.003079543965404272,20.002096710784954,0.00017472589874634168,293.04258943781946,0.25354911981828504,2014
400137,LITTLE BLACK PEARL ACADEMY HS,190,0.0,0.0,188.984756097561,0.9949186991869918,0.0,0.0,0.0,0.0,1.0152439024390243,0.00508130081300813,2014
609834,LITTLE VILLAGE,892,2.0,0.002003985504804398,1.0,0.001001992752402199,1.0,0.001001992752402199,1.0,1.1233102605405818e-05,887.0,0.9959807958877859,2014
610040,LLOYD,1243,13.010030009336058,0.01003000933605857,24.01905701773851,0.019057017738511282,4.003009002800818,0.003009002800817571,1.0000080691949607,8.069194960626363e-06,1200.9678959009298,0.9678959009296519,2014
400011,"LOCKE, A CHTR",581,0.0,0.0,578.0,0.995,0.0,0.0,0.0,0.0,3.0,0.005,2014
610041,"LOCKE, J",1370,137.1446272114898,0.10405701922634301,30.25436160255328,0.02312378205029845,6.0462475641005975,0.004204324009145172,55.00464163508309,0.0004219668257353731,1141.550121986773,0.8681929078884779,2014
610325,LOGANDALE,846,20.121815716531277,0.024363143306255174,48.28931232676178,0.05786246535235604,1.0050756548554698,0.0010151309710939658,8.00047996736222,9.599347244387382e-05,768.5833163344893,0.9166632668978509,2014
610541,LORCA,903,39.17407736173875,0.043519340434689045,11.048579728857327,0.012144932214331827,3.0121449322143317,0.003036233053582957,6.000268990746719,6.724768667957823e-05,843.7649289864429,0.9412322466107166,2014
610043,LOVETT,452,2.004012036108325,0.004012036108324975,392.86960882647946,0.8696088264794383,0.0,0.0,0.0,0.0,57.126379137412236,0.1263791374122367,2014
610044,LOWELL,632,14.15587044534413,0.022267206477732795,165.83502024291496,0.26214574898785425,0.0,0.0,0.0,0.0,452.0091093117409,0.715587044534413,2014
610029,LOZANO,262,5.038575690650548,0.01928784532527413,38.294393428648924,0.14719671432446046,1.0081211980316944,0.004060599015847185,2.0001549846952615,7.749234763067146e-05,215.65875469797356,0.8293773489867876,2014
610046,LYON,1417,82.11630804818437,0.05875305516759776,23.31334962756052,0.016492085661080076,14.195843517225327,0.010307553538175047,23.00317882914339,0.00016730679702048418,1274.3713199778863,0.9142799988361267,2014
610215,MADERO,323,3.0090361445783134,0.009036144578313254,3.0090361445783134,0.009036144578313254,0.0,0.0,0.0,0.0,316.98192771084337,0.9819277108433735,2014
610047,MADISON,210,1.0050200803212852,0.0050200803212851405,207.98995983935743,0.9899598393574297,0.0,0.0,0.0,0.0,1.0050200803212852,0.0050200803212851405,2014
610582,MAGIC JOHNSON - ENGLEWOOD,200,0.0,0.0,194.0,0.97,0.0,0.0,0.0,0.0,6.0,0.03,2014
610580,MAGIC JOHNSON - HUMBOLDT PARK,95,1.0224489795918368,0.011224489795918368,61.289795918367346,0.6448979591836735,1.0224489795918368,0.011224489795918368,0.0,0.0,31.66530612244898,0.3326530612244898,2014
610566,MAGIC JOHNSON ACADEMY-NORTH LAWNDALE HS,200,0.0,0.0,193.0,0.965,0.0,0.0,0.0,0.0,7.0,0.035,2014
610567,MAGIC JOHNSON ACADEMY-SOUTH SHORE HS,200,0.0,0.0,195.89743589743588,0.9794871794871794,0.0,0.0,0.0,0.0,4.102564102564102,0.020512820512820513,2014
610048,MANIERRE,359,0.0,0.0,345.9638916750251,0.9638916750250753,0.0,0.0,0.0,0.0,13.036108324974926,0.03610832497492478,2014
609722,MANLEY HS,356,0.0,0.0,343.93165829145727,0.9658291457286432,0.0,0.0,0.0,0.0,12.068341708542713,0.034170854271356785,2014
610052,MANN,388,0.0,0.0,383.9899699097292,0.9899699097291875,0.0,0.0,0.0,0.0,4.010030090270813,0.010030090270812437,2014
609780,MARINE AMES HS,760,4.040648232336738,0.005081029042092314,120.27635449537358,0.15954431192169866,4.040648232336738,0.005081029042092314,4.00042787612986,5.3484516232550676e-05,627.6419211638231,0.8302401454778842,2014
610053,MARQUETTE,1274,13.060361696381614,0.010060282730269134,505.3842870070738,0.39738116784563077,4.018108508914485,0.0030180848190807397,1.0000473796674896,7.896611248248928e-06,750.5371954079626,0.5895325679937712,2014
610054,MARSH,864,14.03216005583343,0.016080027916715135,61.142710247760846,0.07135512388042341,2.0040200069791787,0.002010003489589392,2.0000465278585553,2.3263929277654997e-05,784.821063161568,0.9105315807839944,2014
609723,MARSHALL HS,514,0.0,0.0,507.989940502467,0.9899405024670185,0.0,0.0,1.0000195330049184,1.953300491841064e-05,5.010039964528063,0.01003996452806307,2014
610321,"MARSHALL, T",108,4.19993995797058,0.03998799159411589,5.248574001801261,0.04971480036025218,1.0486340438306816,0.009726808766136297,3.001501050735515,0.0003002101471029721,94.50135094566197,0.9002701891323927,2014
610056,MASON,422,0.0,0.0,421.0,0.998,0.0,0.0,0.0,0.0,1.0,0.002,2014
609724,MATHER HS,1579,327.5146213608993,0.28382071202997683,193.0160393165694,0.1672013105523131,8.210757954477705,0.007025265149256853,429.11452205506134,0.003817401835378328,621.1440593129922,0.5381353104330748,2014
610059,MAYER,664,407.2721363850965,0.6420085240685288,93.35331552635154,0.14708222039697064,2.0515324567814206,0.0032207785488387736,30.007760912165878,0.00048505701036728516,131.31525471960472,0.20720341997529443,2014
610290,MAYS,483,0.0,0.0,473.98291129504986,0.9829112950498672,0.0,0.0,1.000020786649982,2.0786649981915615e-05,8.017067918300151,0.01706791830015091,2014
609968,MCAULIFFE,730,21.175580221997983,0.029263370332996974,39.32088799192735,0.05348133198789102,1.0060544904137236,0.0010090817356205853,0.0,0.0,668.4974772956609,0.9162462159434914,2014
610062,MCCLELLAN,306,55.51649372773734,0.18956171596716742,82.2488912667014,0.2811114083376744,2.0603150914440986,0.00753938643051234,14.003942162839483,0.000492770354935447,152.17035775127766,0.5212947189097104,2014
610063,MCCORMICK,825,2.004012036108325,0.0020060180541624875,3.00802407221665,0.004012036108324975,2.004012036108325,0.0020060180541624875,0.0,0.0,817.9839518555667,0.9919759277833501,2014
610269,MCCUTCHEON,470,22.785390001093973,0.060414615468767086,213.31916639317362,0.5630127994748932,1.0334208511103817,0.0025708347007985994,92.03270976917186,0.0025161360901433103,140.82931298545017,0.3714856142653976,2014
610066,MCDADE,182,4.067893558816215,0.022631186272071627,170.84844339942575,0.9494811331419141,0.0,0.0,2.0003391286654155,0.00011304288847188624,5.083323913092627,0.02777463769754245,2014
610312,MCDOWELL,185,1.0258250041878385,0.005165000837567703,178.8602657881512,0.9720531576302417,0.0,0.0,1.0002791892344631,5.583784689262382e-05,4.113630018426489,0.022726003685297896,2014
610067,MCKAY,868,4.010029974370411,0.005014987185205557,741.7111136275921,0.855556813796068,3.006017984622247,0.003008992311123334,1.000023110540024,1.155527001199437e-05,118.27281530287519,0.13640765143759115,2014
610282,MCNAIR,385,2.020222446916077,0.005055611729019212,352.6643073811931,0.9160768452982812,1.012133468149646,0.003033367037411527,0.0,0.0,29.303336703741152,0.07583417593528817,2014
610070,MCPHERSON,782,77.48949873906324,0.10639276707594514,49.96740639753591,0.06910045696685096,0.0,0.0,56.01099637848861,0.0007854556063296501,598.5320984849122,0.8237213203508742,2014
610293,MELODY,608,0.0,0.0,597.9849386162003,0.9849386162003081,0.0,0.0,1.000016496586856,1.6496586856179455e-05,9.015044887212836,0.015044887212835664,2014
609902,METCALFE,492,0.0,0.0,490.99997959358586,0.999979593585856,0.0,0.0,1.000020406414144,2.0406414144093775e-05,0.0,0.0,2014
610171,MIRELES,708,9.052365821117581,0.013091455279395325,367.0785202843594,0.5196300710898452,1.0040281400859679,0.001007035021491948,1.0000568946339825,1.4223658495648984e-05,329.8650288598031,0.4662572149507719,2014
610073,MITCHELL,367,93.59906107576502,0.25990610757650173,39.08992883822404,0.10899288382240396,4.115280934812158,0.011528093481215805,7.001998926291021,0.0001998926291020823,223.19373022490777,0.6193730224907764,2014
610276,MOLLISON,466,0.0,0.0,464.0,0.996,0.0,0.0,0.0,0.0,2.0,0.004,2014
610074,MONROE,982,25.100803347245975,0.025200836811493633,14.056449874457746,0.014112468614436434,1.004032133889839,0.0010080334724597453,3.0001231812797307,3.0795319932578774e-05,938.8385914631267,0.9596478657816776,2014
610075,MONTEFIORE,26,0.0,0.0,25.0,0.9620000000000001,0.0,0.0,0.0,0.0,1.0,0.038,2014
400116,MONTESSORI CHTR - ENGLEWOOD,258,1.0080645161290323,0.004032258064516129,248.92943548387098,0.9647177419354839,0.0,0.0,0.0,0.0,8.0625,0.03125,2014
610076,MOOS,498,10.143719388512343,0.02053134121604908,74.05633750556572,0.15090535793796073,3.043115816553703,0.006159402364814723,6.00086577944887,0.0001236827784099342,404.75596150991936,0.8222802157027655,2014
609725,MORGAN PARK HS,1436,15.1008050363207,0.010080503632070041,1399.757927515844,0.9757927515843801,1.0100805036320701,0.0010080503632070043,2.0001403969865192,1.4039698651908137e-05,18.13104654721691,0.013104654721691054,2014
610077,MORRILL,845,3.016080210755425,0.004020052688856248,337.5999809701648,0.3999952425411966,0.0,0.0,1.0000475745880337,1.1893647008450437e-05,503.38389124449174,0.5959728111229387,2014
610257,MORTON,404,6.0,0.015015015015015015,375.0,0.9289289289289289,1.0,0.002002002002002002,0.0,0.0,22.0,0.05405405405405406,2014
610082,MOUNT GREENWOOD,1059,877.7229526998066,0.8403690874758171,8.065430196591791,0.008178774573973889,3.0245363237219216,0.003067040465240208,15.001158466653537,0.00014480833169217225,155.1859223132262,0.14824028915327672,2014
610086,MOUNT VERNON,293,0.0,0.0,293.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2014
610088,MOZART,793,18.0031712841492,0.022292695203315595,40.292962935198176,0.05095473189329278,0.0,0.0,1.0006023967358129,1.3386594129175279e-05,733.7032633839168,0.9267391863092624,2014
610385,MULTICULTURAL ACAD SCHOLARSHIP,276,2.057672502574665,0.007209062821833161,38.104016477857876,0.1380020597322348,3.090628218331617,0.01132852729145211,0.0,0.0,232.74768280123584,0.84346035015448,2014
610089,MURPHY,585,80.67906559501264,0.14100345236908637,12.423010357107259,0.022263703005645216,2.060430051015323,0.003180529000806459,14.004820630850226,0.00025371741316974607,475.83267336601455,0.8332985982112923,2014
610090,MURRAY,531,23.96144923293478,0.045783296806418045,462.69236183101106,0.8901124681433834,0.0,0.0,11.004631866842852,0.0002205650877548279,33.34155706921132,0.06388366996244378,2014
400050,NAMASTE CHTR CAMPUS,485,46.29048324559468,0.09682774853155965,17.10702014311383,0.03567338103794303,2.0122308734987233,0.004076957832907775,6.000378274438105,0.0001260914793682817,413.58988746335467,0.8632958211182213,2014
610092,NASH,360,1.0121334681496459,0.003033367037411527,337.75328614762384,0.9383215369059656,0.0,0.0,0.0,0.0,21.23458038422649,0.05864509605662285,2014
610231,NATIONAL TEACHERS,626,19.313068875152535,0.03130688751525335,557.1311755252822,0.9131175525282229,0.0,0.0,16.00266725346243,0.00026672534624284005,33.553088346102804,0.055308834610280924,2014
610093,NEIL,300,0.0,0.0,292.95367573011083,0.9768378650553877,1.0060422960725077,0.0030211480362537764,0.0,0.0,6.040281973816716,0.02014098690835851,2014
610094,NETTELHORST,840,517.6355150634397,0.6807892236319937,86.07070594153485,0.11268235425633,3.211279414230619,0.00469509809401375,80.05030462243586,0.0011178804985747023,153.03219495835896,0.20071544351908782,2014
610284,NEW FIELD,607,48.31256634583521,0.08750442305568089,156.26157904491953,0.28410526966130156,4.119324213257747,0.007954947550516444,58.016288078062956,0.0010858718708636238,340.2902423179246,0.6193494878616375,2014
610193,NEW SULLIVAN,501,5.060789044220693,0.01013150737011549,376.5166259855975,0.7527709975995809,0.0,0.0,1.0001213354176062,2.022256960102892e-05,118.42246363476421,0.23707727246070245,2014
610095,NEWBERRY,573,124.83605208151053,0.23028819435764405,246.5795481423223,0.45616895915820405,0.0,0.0,32.0129223065548,0.0006153479311810258,169.57147746961238,0.31292749855297086,2014
609793,NICHOLSON TECH ACAD,559,0.0,0.0,547.9838842195155,0.9838842195154838,1.0020099779765383,0.0020099779765382713,2.00003595667221,3.595667220998696e-05,8.014069845835769,0.014069845835767897,2014
610096,NIGHTINGALE,1310,14.044088176352707,0.011022044088176352,8.024048096192386,0.0060120240480961915,2.0080160320641283,0.002004008016032064,0.0,0.0,1285.9238476953908,0.9809619238476953,2014
610097,NIXON,986,8.040362030218306,0.008072406043661402,16.080724060436612,0.016144812087322803,5.025226268886442,0.005045253777288376,3.0001535067072194,3.070134144394549e-05,953.8535341337514,0.9707068267502835,2014
400045,NKRUMAH CHTR,312,0.0,0.0,309.9818181818182,0.993939393939394,0.0,0.0,0.0,0.0,2.018181818181818,0.006060606060606061,2014
610098,NOBEL,852,3.028225806451613,0.004032258064516129,96.79737903225806,0.11391129032258066,1.0070564516129032,0.0010080645161290322,0.0,0.0,751.1673387096774,0.8810483870967742,2014
400170,NOBLE CHTR - ACADEMY,194,4.066016333938294,0.022005444646098004,87.39263028260306,0.4642100942010198,0.0,0.0,6.000972258231786,0.0003240860772621208,96.54038112522686,0.51346037507562,2014
400169,NOBLE CHTR - ITW DAVID SPEER,286,3.114938329338867,0.010448939030806103,48.88498860115742,0.1713626001052201,1.0344814988016602,0.003134681709241831,1.0004018822704155,3.65347518559654e-05,231.96518968843165,0.815017244402876,2014
400097,NOBLE ST CHTR-CHGO BULLS,1085,7.067001941475053,0.006091085588641201,364.7186077518655,0.33805525016958665,2.0223339804916844,0.0020303618628804004,5.00051460784543,4.67825314027742e-05,706.1915417183225,0.653776519847489,2014
400052,NOBLE ST CHTR-COMER,1022,0.0,0.0,981.5263157894736,0.9605263157894737,0.0,0.0,0.0,0.0,40.473684210526315,0.039473684210526314,2014
400053,NOBLE ST CHTR-GOLDER,645,15.069692604018227,0.023230868006075888,70.33028234078203,0.11009411359401182,1.0060602264363676,0.0020200754787892076,4.000187913998027,6.263799934230101e-05,554.5937769147654,0.8645923049217809,2014
400098,NOBLE ST CHTR-MUCHIN,842,16.162469850458272,0.02030873130728413,244.454149846396,0.30676873079950234,3.034204179043847,0.004275522380480869,47.004773148500774,0.0005966435625967959,531.344402975601,0.6680503719501358,2014
400051,NOBLE ST CHTR-NOBLE,615,16.10546797704637,0.026366994261592242,65.42998482949673,0.10749620737418375,3.020282303278148,0.0050705758195369694,5.000329793549238,8.244838730954424e-05,525.4439350966295,0.8609837741573775,2014
400054,NOBLE ST CHTR-PRITZKER,929,7.016063909806939,0.008031954903469564,22.048191729420818,0.02409586471040869,3.0060239661776023,0.003011983088801086,2.000043229036079,2.1614518039476754e-05,894.9296771655586,0.9648385827792811,2014
400055,NOBLE ST CHTR-RAUNER,619,17.27522482540111,0.027522482540111224,46.75431989184009,0.07543198918400854,7.1121286325708235,0.01121286325708235,1.0001646770929222,1.646770929223432e-05,546.8581619730951,0.8858161973095057,2014
400056,NOBLE ST CHTR-ROWE CLARK,624,3.0823865699328628,0.005149160620803929,444.43525590668133,0.7147034941675854,0.0,0.0,2.0005281190380315,3.300743987694826e-05,174.48182940434774,0.2801143377717337,2014
400057,NOBLE ST CHTR-UIC,887,19.431104397980377,0.022689705156861906,215.88584984377758,0.25714999177776826,2.041057561712417,0.002160924300653515,47.010877708007236,0.0005725109477492401,602.6311104885224,0.717426867816967,2014
400106,NOBLE STREET CHTR - JOHNSON,848,1.0040442482729677,0.0010110620682419206,819.890566838595,0.9726417096487276,0.0,0.0,5.000238458034962,5.9614508740679286e-05,22.10515045509716,0.026287613774289936,2014
400118,NOBLE STREET CHTR - PURPLE,463,3.042682926829268,0.0060975609756097554,413.2530487804878,0.8932926829268293,0.0,0.0,0.0,0.0,46.70426829268293,0.10060975609756097,2014
400117,NOBLE STREET CHTR - SILVER HS,647,0.0,0.0,631.8607467204844,0.9767911200807265,0.0,0.0,0.0,0.0,15.139253279515641,0.02320887991927346,2014
400156,NOBLE STREET CHTR CRIMSON,266,0.0,0.0,263.99197592778336,0.9919759277833501,0.0,0.0,0.0,0.0,2.00802407221665,0.00802407221664995,2014
400157,NOBLE STREET CHTR ORANGE,263,1.0080645161290323,0.004032258064516129,232.7701612903226,0.8850806451612903,1.0080645161290323,0.004032258064516129,0.0,0.0,28.213709677419356,0.10685483870967741,2014
610354,NORTH RIVER,361,5.161566785723627,0.014687889611238823,11.346214540836343,0.031474049166940334,1.0346214540836345,0.0031474049166940335,6.001918086098816,0.00017437146352875532,337.4556791332576,0.950516284841598,2014
609691,NORTH-GRAND HS,923,8.01809005830761,0.009045029153804694,88.1909506154692,0.0954753077346051,4.008040025914493,0.00402001295724653,2.000043553769851,2.177688492549583e-05,820.7828757465388,0.8914378732694181,2014
609744,NORTHSIDE LEARNING HS,270,45.17588547355282,0.17588547355281636,82.32017475425184,0.3201747542518334,0.0,0.0,13.00050709939148,0.0005070993914807303,129.50343267280388,0.5034326728038696,2014
609749,NORTHSIDE PREP HS,1050,435.93485342019545,0.504885993485342,103.75054288816503,0.12079261672095548,2.241585233441911,0.0027144408251900108,189.21742671009773,0.0024429967426710096,318.85559174809987,0.3691639522258414,2014
610051,NORTHWEST,567,9.032160233969956,0.016080116984978066,22.078390570301767,0.03919528515088404,0.0,0.0,1.000035449993353,1.7724996676563124e-05,534.8894137457349,0.9447068728674614,2014
610099,NORWOOD PARK,381,236.48228164932158,0.6524832037939665,1.0425532524213457,0.0032733271093342803,3.1134753397902553,0.008728872291558082,19.007073594015797,0.0005441226165997491,121.35461616445104,0.33497047418854137,2014
400058,NTH LAWNDALE CHTR-CHRISTIANA,411,1.002004008016032,0.0020040080160320644,403.9829659318637,0.9829659318637274,0.0,0.0,0.0,0.0,6.015030060120241,0.015030060120240482,2014
400059,NTH LAWNDALE CHTR-COLLINS,410,1.0,0.002,409.0,0.998,0.0,0.0,0.0,0.0,0.0,0.0,2014
610101,OGDEN,860,450.097459281353,0.6231397473335728,137.63758452144853,0.1907022502615675,2.2202476693161763,0.0026859471867826416,139.1779908490404,0.0021706201102487622,130.86671767884192,0.18130143510782828,2014
610529,OGDEN HS,752,215.00028568197644,0.3077032954606324,259.6585267142407,0.3714817967015635,4.145459739672299,0.005594605372011499,54.02089049452741,0.0008034805587463323,219.1748373695832,0.31441682190704623,2014
610102,OGLESBY,481,0.0,0.0,478.99599198396794,0.9959919839679359,0.0,0.0,0.0,0.0,2.004008016032064,0.004008016032064128,2014
610103,O'KEEFFE,676,1.002008032128514,0.0010040160642570282,663.9658634538152,0.9829317269076306,1.002008032128514,0.0010040160642570282,0.0,0.0,10.03012048192771,0.015060240963855423,2014
610569,OMBUDSMAN_1,145,58.41998551774077,0.4199855177407676,18.13019551049964,0.13019551049963796,2.014699493120927,0.014699493120926863,6.000434467776973,0.00043446777697320784,60.43468501086169,0.4346850108616944,2014
610570,OMBUDSMAN_2,167,2.0,0.012,112.0,0.6709999999999999,1.0,0.006,0.0,0.0,52.0,0.311,2014
610571,OMBUDSMAN_3,401,5.0,0.012,334.0,0.833,0.0,0.0,0.0,0.0,62.0,0.155,2014
610104,ONAHAN,652,425.37963291049533,0.669973779321097,5.117612951855741,0.008400925132552943,5.117612951855741,0.008400925132552943,18.0040587291668,0.00028990922620006316,198.38108245662636,0.3129344611875971,2014
610105,ORIOLE PARK,689,474.53441471199704,0.7534414711997045,10.166690590973387,0.016669059097338595,0.0,0.0,60.009677247661735,0.0009677247661735034,144.28921744936784,0.2289217449367834,2014
610329,OROZCO,598,3.0202217630807415,0.0050554407701854116,8.052576584009929,0.01314414600248207,5.032354820929187,0.00808870523229666,2.000135262629303,3.3815657325654926e-05,579.8947115693509,0.9736778923377103,2014
610389,ORR HS,458,1.0,0.002,394.0,0.86,0.0,0.0,0.0,0.0,63.0,0.138,2014
609950,ORTIZ DE DOMINGUEZ,746,9.0,0.012011850834066853,1.0,0.0010009875695055712,2.0,0.0030029627085167133,1.0,1.3418063934391035e-05,733.0,0.9839707808239764,2014
610107,OTIS,596,17.23576431752614,0.02947053969076735,126.70725885105135,0.21340735638141875,4.056908628368379,0.007113578546047291,2.000272812216531,3.410152706638203e-05,445.9997953908376,0.7499744238547001,2014
610108,O'TOOLE,467,0.0,0.0,443.95279076067095,0.9527907606709349,0.0,0.0,1.0000214988111158,2.14988111157453e-05,22.04718774051795,0.047187740517949356,2014
610109,OWEN,252,3.0867733022882113,0.012396186041173044,230.42845547785166,0.9183507825502365,0.0,0.0,1.0002869487509531,4.099267870758282e-05,17.484484271109178,0.06921203872988284,2014
609943,OWENS,536,0.0,0.0,528.9909084766631,0.9909084766630881,0.0,0.0,2.0000375372557264,3.753725572630836e-05,5.009053986081185,0.009053986081185577,2014
610111,PALMER,890,284.7673635470745,0.3883681773537253,5.149852672933913,0.007492633646695664,6.174828118422899,0.008741405921144942,159.04461905430054,0.0022309527150273607,434.86333660726814,0.5931668303634068,2014
610115,PARK MANOR,384,0.0,0.0,383.0,0.999973880655491,0.0,0.0,1.0,2.61193445089302e-05,0.0,0.0,2014
610112,PARKER,785,1.001002004008016,0.0010020040080160322,757.9659318637274,0.965931863727455,0.0,0.0,0.0,0.0,26.03306613226453,0.033066132264529056,2014
610116,PARKSIDE,316,0.0,0.0,312.9727272727273,0.9909090909090909,0.0,0.0,0.0,0.0,3.0272727272727273,0.00909090909090909,2014
610117,PASTEUR,1260,56.67342030464252,0.044894686976167913,8.091830041542162,0.006122002769477442,10.12244005538955,0.008162670359303258,9.001093214780264,7.288098535092193e-05,1176.1112163836453,0.9407477589097004,2014
400173,PATHWAYS BRIGHTON PARK,211,3.0141974181269404,0.01419741812694049,21.101410129478147,0.10141012947814636,1.0050705064739074,0.005070506473907318,2.000096123345477,9.612334547691598e-05,183.87922582257553,0.879225822575529,2014
610557,PATHWAYS EDUCATION HS,298,15.0,0.05019911191369796,98.0,0.33031015639213257,1.0,0.0030119467148218776,1.0,3.369067913671004e-05,183.0,0.616445094300211,2014
610568,PATHWAYS EDUCATION-AVONDALE HS,307,20.266904747574053,0.0667261868935123,41.55023440269112,0.1375586006727792,0.0,0.0,4.000535013275018,0.0001337533187542216,241.18232583645982,0.7955814591149543,2014
609680,PAYTON HS,901,402.63648484240196,0.5132601008833738,155.5026441534979,0.19797175319787275,3.175974891731442,0.0036661435777383842,117.07617115180383,0.0015868989959133962,222.60872496056487,0.2835151033451017,2014
610386,PEACE & EDUCATION HS,140,2.0141129032258065,0.01411290322580645,57.41028225806452,0.4102822580645161,0.0,0.0,0.0,0.0,80.57560483870968,0.5756048387096774,2014
610120,PECK,1644,22.078783522256014,0.013130587042668878,13.048482167542161,0.008080361257027002,7.024241083771081,0.004040180628513501,9.000331766657451,5.529444290848769e-05,1592.8481614597733,0.9746935766288821,2014
610122,PEIRCE,1033,230.5409997332083,0.24043749444183996,92.6272876288807,0.09640182560168112,9.489948101881485,0.010207252122530942,75.03952469360128,0.0008234311166933641,625.3022398424282,0.6521299967172546,2014
610123,PENN,380,1.0,0.003,345.0,0.9079999999999999,0.0,0.0,0.0,0.0,34.0,0.08900000000000001,2014
609872,PEREZ,338,1.0,0.0030360735843633227,6.0,0.018216441506179938,0.0,0.0,4.0,0.00011976621634569321,327.0,0.978627718693111,2014
610126,PERSHING,522,3.012193697586956,0.006096848793478007,494.91847508701443,0.9592375435072065,0.0,0.0,6.000233595739214,0.00011679786960685836,18.069097619659416,0.034548809829708704,2014
400061,PERSPECTIVES CHTR - LEADERSHIP ACADEMY,641,0.0,0.0,634.8360655737705,0.9897540983606558,1.0327868852459017,0.0020491803278688526,0.0,0.0,5.131147540983607,0.00819672131147541,2014
400062,PERSPECTIVES CHTR CALUMET TECH,449,1.0080808080808081,0.00202020202020202,445.9757575757576,0.9939393939393939,0.0,0.0,0.0,0.0,2.0161616161616163,0.00404040404040404,2014
400066,PERSPECTIVES CHTR IIT,572,6.144176064756802,0.010298290339771563,552.5813853000907,0.9700989500064814,0.0,0.0,2.0005041121145344,3.600800818101945e-05,11.273934523037923,0.01956675164556597,2014
400064,PERSPECTIVES CHTR JOSLIN,384,7.24756446991404,0.01904342076261847,291.06762177650427,0.7744324443464845,0.0,0.0,8.002865329512893,0.00022040996253030638,77.68194842406876,0.20630372492836677,2014
