,Unnamed: 0,Unnamed: 0_x,Unnamed: 0.1,Year,Dept/Unit Number,Job Title_Chief Safety & Security OFF,Job Title_Flex Team Security Officer,Job Title_Safety And Security Off,Job Title_School Security Officer,Job Title_Senior School Security Officer,Job Title_Senior Security Officer,Total Security,Total Security_Filled,Job Title_Career Counseling Manager,Job Title_Director of Counseling,"Job Title_Director, School Counseling & Post Secondary Advising",Job Title_Guidance Counselor Assistant,Job Title_HS Counseling Specialist,Job Title_K‐8 Counseling Specialist,Job Title_Manager-Secdry Schl Counselng,Job Title_School Counselor,Total Counseling,Total Counseling_Filled,School ID,pos_name_0,Unit_Number,Notes,Unnamed: 26,Unit Number,Unnamed: 0_y,Unit,School_x,Total_x,Bilingual_N,Bilingual_P,IEP_N,IEP_P,Free_Lunch_N,Free_Lunch_P,School Name_x,Status as of 2014,Status as of 2019,Attendance,5YR Grad Rate,School_y,Total_y,White No,White Pct,African American No,African American Pct,Native American/Alaskan No,Native American/Alaskan Pct,Asian/Pacific Islander No,Asian/Pacific Islander Pct,Hispanic No,Hispanic Pct,Multi-Racial No,Multi-Racial Pct,Asian No,Asian Pct,Hawaiian/Pacific Islander No,Hawaiian/Pacific Islander Pct,Not Available No,Not Available Pct,School Name_y,School Year,# of Misconducts,# of Group 1-2 Misconducts,# of Group 3-4 Misconducts,# of Group 5-6 Misconducts,# of Suspensions (includes ISS and OSS),"% of Misconducts Resulting in a Suspension
(includes ISS and OSS)",# of ISS,% of Misconducts Resulting in an ISS,ISS per 100 Students,# of Unique Students Receiving ISS,% of Unique Students Receiving ISS,Average Length of ISS,# of OSS,% of Misconducts Resulting in an OSS,OSS per 100 Students,# of Unique Students Receiving OSS,% of Unique Students Receiving OSS,Average Length of OSS,# of Police Notifications,% of Misconducts Resulting in a Police Notification,Police Notifications per 100 Students,# of Unique Students Receiving Police Notification,% of Unique Students Receiving Police Notification,# of Students Expelled,Expulsions per 100 Students
30,30,40,632,2011,41061,0,0,0,2,0,0,2,2,0,0,0,2,0,0,0,0,2,2,610245,DOUGLASS HS,41061,,6630.0,6630,533,6630,Douglass HS,383.0,,,87.0,0.22715404699738906,369.0,0.9634464751958224,DOUGLASS HS,,,79.8,50.6,Douglass HS,383.0,0.0,0.0,377.0,98.4,0.0,0.0,0.0,0.0,3.0,0.8,3.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,31,41,1145,2012,41061,0,0,0,2,0,0,2,2,0,0,0,1,0,0,0,1,2,1,610245,DOUGLASS HS,41061,,6630.0,610245,220,610245,Frederick A Douglass Academy High School,354.0,0.0,0.0,77.0,0.2175,353.0,0.9972,DOUGLASS HS,,,76.9,58.0,Douglass HS,354.0,0.0,0.0,351.0,99.2,0.0,0.0,0.0,0.0,1.0,0.3,2.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,DOUGLASS HS,2012.0,111.0,7.0,61.0,43.0,111.0,100.0,8.0,7.2,2.47,8.0,2.5,1.0,103.0,92.8,31.84,73.0,22.6,5.22,67.0,60.4,20.71,48.0,14.8,6.0,1.85
32,32,42,1689,2013,41061,0,0,0,2,0,0,2,2,0,0,0,1,0,0,0,1,2,2,610245,DOUGLASS HS,41061,,6630.0,610245,220,610245,Frederick A Douglass Academy High School,316.0,1.0,0.0032,64.0,0.2025,316.0,1.0,DOUGLASS HS,,,78.5,50.0,Douglass HS,316.0,0.0,0.0,309.0,97.8,1.0,0.3,0.0,0.0,4.0,1.3,2.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,DOUGLASS HS,2013.0,270.0,47.0,199.0,24.0,226.0,83.7,69.0,25.6,23.44,60.0,20.4,1.04,157.0,58.1,53.33,101.0,34.3,2.8,41.0,15.2,13.93,35.0,11.9,0.0,0.0
33,33,43,2208,2014,41061,0,0,0,2,0,0,2,2,0,0,0,1,0,0,0,1,2,2,610245,DOUGLASS HS,41061,,6630.0,610245,207,610245,Frederick A Douglass Academy High School,291.0,1.0,0.003436426116838488,67.0,0.2302405498281787,209.0,0.718213058419244,DOUGLASS HS,,,75.9,58.6,,291.0,0.0,0.0,282.0,96.9,0.0,0.0,0.0,0.0,7.0,2.4,2.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,DOUGLASS HS,2014.0,1925.0,1118.0,694.0,113.0,668.0,34.7,1.0,0.1,0.37,1.0,0.4,1.0,667.0,34.6,248.5,213.0,79.4,2.1,10.0,0.5,3.73,10.0,3.7,0.0,0.0
34,34,44,2723,2015,41061,0,0,0,2,1,0,3,2,0,0,0,1,0,0,0,1,2,2,610245,DOUGLASS HS,41061,,6630.0,610245,208,610245,Frederick A Douglass Academy High School,243.0,2.0,0.0082,61.0,0.251,236.0,0.9712,DOUGLASS HS,,,78.8,57.7,DOUGLASS HS,243.0,0.0,0.0,237.0,97.5,0.0,0.0,0.0,0.0,4.0,1.6,2.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,DOUGLASS HS,2015.0,1056.0,346.0,588.0,122.0,487.0,46.1,235.0,22.3,97.13,127.0,52.5,1.08,252.0,23.9,104.16,117.0,48.4,1.86,15.0,1.4,6.2,15.0,6.2,0.0,0.0
35,35,46,2214,2014,45221,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,3,3,3,610390,RICKOVER MILITARY HS,45221,,7140.0,610390,259,610390,Hyman G Rickover Naval Academy High School,507.0,5.0,0.009861932938856016,42.0,0.08284023668639054,432.0,0.8520710059171598,RICKOVER MILITARY HS,,,92.7,75.7,,507.0,48.0,9.5,60.0,11.8,4.0,0.8,0.0,0.0,371.0,73.2,5.0,1.0,19.0,3.7,0.0,0.0,0.0,0.0,RICKOVER HS,2014.0,262.0,79.0,163.0,20.0,79.0,30.2,0.0,0.0,0.0,0.0,0.0,0.0,79.0,30.2,15.75,59.0,11.8,2.34,12.0,4.6,2.39,12.0,2.4,1.0,0.2
36,36,47,2729,2015,45221,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,3,3,3,610390,RICKOVER MILITARY HS,45221,,7140.0,610390,261,610390,Hyman G Rickover Naval Academy High School,553.0,22.0,0.0398,46.0,0.0832,481.0,0.8698,RICKOVER MILITARY HS,,,92.9,86.2,RICKOVER HS,553.0,50.0,9.0,57.0,10.3,4.0,0.7,0.0,0.0,413.0,74.7,6.0,1.1,23.0,4.2,0.0,0.0,0.0,0.0,RICKOVER HS,2015.0,255.0,91.0,150.0,14.0,130.0,51.0,115.0,45.1,20.92,68.0,12.4,1.2,15.0,5.9,2.73,14.0,2.5,2.53,9.0,3.5,1.64,9.0,1.6,1.0,0.18
37,37,49,645,2011,46031,0,0,0,4,0,0,4,4,0,0,0,2,0,0,0,0,2,2,609695,AMUNDSEN HS,46031,,1210.0,1210,24,1210,Amundsen HS,1645.0,186.0,0.11306990881458967,251.0,0.15258358662613986,1249.0,0.7592705167173253,AMUNDSEN HS,,,81.2,63.8,Amundsen HS,1645.0,132.0,8.0,197.0,12.0,8.0,0.5,10.0,0.6,1117.0,67.9,25.0,1.5,155.0,9.4,1.0,0.1,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,38,50,1156,2012,46031,0,0,0,4,0,0,4,4,0,0,0,2,0,0,0,5,7,7,609695,AMUNDSEN HS,46031,,1210.0,609695,541,609695,Roald Amundsen High School,1535.0,177.0,0.1153,232.0,0.1511,1438.0,0.9368,AMUNDSEN HS,,,82.4,64.7,Amundsen HS,1535.0,143.0,9.3,172.0,11.2,4.0,0.3,3.0,0.2,1002.0,65.3,17.0,1.1,191.0,12.4,1.0,0.1,2.0,0.1,AMUNDSEN HS,2012.0,191.0,17.0,118.0,56.0,182.0,95.3,0.0,0.0,0.0,0.0,0.0,0.0,182.0,95.3,12.17,132.0,8.8,4.41,88.0,46.1,5.88,65.0,4.3,1.0,0.07
39,39,51,1701,2013,46031,0,0,0,4,7,0,11,11,0,0,0,2,0,0,0,4,6,6,609695,AMUNDSEN HS,46031,,1210.0,609695,540,609695,Roald Amundsen High School,1434.0,172.0,0.1199,211.0,0.1471,1344.0,0.9372,AMUNDSEN HS,,,88.5,77.1,Amundsen HS,1434.0,139.0,9.7,146.0,10.2,5.0,0.3,2.0,0.1,923.0,64.4,13.0,0.9,188.0,13.1,2.0,0.1,16.0,1.1,AMUNDSEN HS,2013.0,473.0,184.0,173.0,116.0,212.0,44.8,2.0,0.4,0.15,2.0,0.1,3.0,210.0,44.4,15.33,149.0,10.9,2.87,164.0,34.7,11.97,119.0,8.7,2.0,0.15
40,40,52,2217,2014,46031,0,0,0,7,0,0,7,7,0,0,0,2,0,0,0,4,6,6,609695,AMUNDSEN HS,46031,,1210.0,609695,516,609695,Roald Amundsen High School,1266.0,133.0,0.10505529225908374,168.0,0.13270142180094788,1172.0,0.9257503949447078,AMUNDSEN HS,,,90.1,74.7,,1266.0,129.0,10.2,138.0,10.9,6.0,0.5,1.0,0.1,787.0,62.2,8.0,0.6,185.0,14.6,5.0,0.4,7.0,0.6,AMUNDSEN HS,2014.0,265.0,54.0,129.0,82.0,169.0,63.8,74.0,27.9,6.22,57.0,4.8,1.32,95.0,35.8,7.99,66.0,5.6,2.53,105.0,39.6,8.83,80.0,6.7,0.0,0.0
41,41,53,2732,2015,46031,0,0,0,7,0,0,7,5,0,0,0,2,0,0,0,4,6,4,609695,AMUNDSEN HS,46031,,1210.0,609695,527,609695,Roald Amundsen High School,1132.0,138.0,0.1219,159.0,0.1405,1056.0,0.9329,AMUNDSEN HS,,,90.5,75.8,AMUNDSEN HS,1132.0,116.0,10.2,132.0,11.7,10.0,0.9,1.0,0.1,674.0,59.5,16.0,1.4,168.0,14.8,5.0,0.4,10.0,0.9,AMUNDSEN HS,2015.0,730.0,499.0,169.0,62.0,625.0,85.6,520.0,71.2,47.77,251.0,23.1,1.02,105.0,14.4,9.65,76.0,7.0,2.03,91.0,12.5,8.36,75.0,6.9,0.0,0.0
42,42,55,646,2011,46041,0,0,0,11,0,0,11,11,0,0,0,4,0,0,0,0,4,4,609698,BOGAN HS,46041,,1230.0,1230,26,1230,Bogan Tech HS,1786.0,94.0,0.05263157894736842,272.0,0.1522956326987682,1601.0,0.8964165733482643,BOGAN HS,,,75.3,52.0,Bogan Tech HS,1786.0,41.0,2.3,975.0,54.6,8.0,0.4,0.0,0.0,749.0,41.9,4.0,0.2,6.0,0.3,3.0,0.2,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,43,56,1157,2012,46041,0,0,0,11,0,0,11,11,0,0,0,4,0,0,0,5,9,9,609698,BOGAN HS,46041,,1230.0,609698,665,609698,William J Bogan High School,1658.0,74.0,0.0446,257.0,0.155,1575.0,0.9499,BOGAN HS,,,80.3,53.6,Bogan Tech HS,1658.0,41.0,2.5,905.0,54.6,10.0,0.6,0.0,0.0,688.0,41.5,5.0,0.3,6.0,0.4,2.0,0.1,1.0,0.1,BOGAN HS,2012.0,2765.0,2187.0,538.0,40.0,2733.0,98.8,2043.0,73.9,128.31,794.0,49.9,1.11,690.0,25.0,43.34,362.0,22.7,4.55,25.0,0.9,1.57,24.0,1.5,1.0,0.06
44,44,57,1702,2013,46041,0,0,0,11,3,0,14,14,0,0,0,3,0,0,0,6,9,8,609698,BOGAN HS,46041,,1230.0,609698,663,609698,William J Bogan High School,1409.0,69.0,0.049,223.0,0.1583,1332.0,0.9454,BOGAN HS,,,84.0,60.3,Bogan Tech HS,1409.0,33.0,2.3,727.0,51.6,9.0,0.6,0.0,0.0,631.0,44.8,6.0,0.4,2.0,0.1,1.0,0.1,0.0,0.0,BOGAN HS,2013.0,2444.0,1857.0,433.0,154.0,2320.0,94.9,1735.0,71.0,126.5,686.0,50.0,1.23,585.0,23.9,42.65,323.0,23.6,3.06,28.0,1.1,2.04,28.0,2.0,3.0,0.22
45,45,58,2218,2014,46041,0,0,0,7,3,0,10,10,0,0,0,0,0,0,0,3,3,3,609698,BOGAN HS,46041,,1230.0,609698,633,609698,William J Bogan High School,1115.0,83.0,0.07443946188340808,204.0,0.18295964125560532,561.0,0.5031390134529148,BOGAN HS,,,87.5,66.8,,1115.0,26.0,2.3,538.0,48.3,10.0,0.9,0.0,0.0,533.0,47.8,7.0,0.6,1.0,0.1,0.0,0.0,0.0,0.0,BOGAN HS,2014.0,1534.0,1206.0,275.0,53.0,1489.0,97.1,1050.0,68.4,95.69,502.0,45.7,1.2,439.0,28.6,40.01,253.0,23.1,2.35,6.0,0.4,0.55,6.0,0.5,2.0,0.18
46,46,59,2219,2014,46041,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,609698,BOGAN HS,46041,,1230.0,609698,633,609698,William J Bogan High School,1115.0,83.0,0.07443946188340808,204.0,0.18295964125560532,561.0,0.5031390134529148,BOGAN HS,,,87.5,66.8,,1115.0,26.0,2.3,538.0,48.3,10.0,0.9,0.0,0.0,533.0,47.8,7.0,0.6,1.0,0.1,0.0,0.0,0.0,0.0,BOGAN HS,2014.0,1534.0,1206.0,275.0,53.0,1489.0,97.1,1050.0,68.4,95.69,502.0,45.7,1.2,439.0,28.6,40.01,253.0,23.1,2.35,6.0,0.4,0.55,6.0,0.5,2.0,0.18
47,47,60,2733,2015,46041,0,0,0,8,3,0,11,9,0,0,0,0,0,0,0,3,3,2,609698,BOGAN HS,46041,,1230.0,609698,642,609698,William J Bogan High School,952.0,76.0,0.0798,187.0,0.1964,886.0,0.9307,BOGAN HS,,,88.3,74.3,BOGAN HS,952.0,25.0,2.6,466.0,48.9,1.0,0.1,0.0,0.0,452.0,47.5,7.0,0.7,1.0,0.1,0.0,0.0,0.0,0.0,BOGAN HS,2015.0,599.0,174.0,334.0,91.0,531.0,88.6,401.0,66.9,42.81,248.0,26.5,1.44,130.0,21.7,13.88,98.0,10.5,3.42,5.0,0.8,0.53,5.0,0.5,1.0,0.11
48,48,62,648,2011,46081,0,0,0,5,0,0,5,5,0,0,0,0,0,0,0,0,0,0,609702,CRANE HS,46081,,1270.0,1270,27,1270,Crane Tech HS,513.0,1.0,0.0019493177387914235,120.0,0.23391812865497075,419.0,0.8167641325536062,CRANE HS,,Closed,58.3,47.7,Crane Tech HS,513.0,1.0,0.2,509.0,99.2,0.0,0.0,0.0,0.0,1.0,0.2,1.0,0.2,0.0,0.0,0.0,0.0,1.0,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,49,63,1159,2012,46081,0,0,0,4,0,0,4,3,0,0,0,0,0,0,0,2,2,2,609702,CRANE HS,46081,,1270.0,609702,539,609702,Richard T Crane Technical Preparatory HS,476.0,1.0,0.0021,110.0,0.2311,457.0,0.9601,CRANE HS,,Closed,68.8,38.4,Crane Tech HS,476.0,2.0,0.4,461.0,96.8,0.0,0.0,0.0,0.0,11.0,2.3,2.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,CRANE HS,2012.0,555.0,257.0,211.0,87.0,380.0,68.5,33.0,5.9,8.38,31.0,7.9,2.15,347.0,62.5,88.09,187.0,47.5,4.43,24.0,4.3,6.09,22.0,5.6,0.0,0.0
50,50,64,1704,2013,46081,0,0,0,4,3,0,7,7,0,0,0,0,0,0,0,2,2,2,609702,CRANE HS,46081,,1270.0,609702,538,609702,Richard T Crane Technical Preparatory HS,387.0,0.0,0.0,75.0,0.1938,343.0,0.8863,CRANE HS,,Closed,75.2,39.8,Crane Tech HS,387.0,2.0,0.5,371.0,95.9,2.0,0.5,0.0,0.0,9.0,2.3,2.0,0.5,0.0,0.0,0.0,0.0,1.0,0.3,CRANE HS,2013.0,325.0,69.0,202.0,54.0,282.0,86.8,4.0,1.2,1.49,4.0,1.5,1.5,278.0,85.5,103.53,135.0,50.3,3.38,14.0,4.3,5.21,13.0,4.8,0.0,0.0
51,51,65,2221,2014,46081,0,0,0,2,3,0,5,5,0,0,0,0,0,0,0,1,1,1,609702,CRANE HS,46081,,1270.0,609702,514,609702,Richard T Crane Technical Preparatory HS,162.0,0.0,0.0,41.0,0.25308641975308643,150.0,0.9259259259259259,CRANE HS,,Closed,87.3,44.8,,162.0,0.0,0.0,154.0,95.1,2.0,1.2,0.0,0.0,5.0,3.1,1.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,CRANE HS,2014.0,98.0,17.0,69.0,12.0,80.0,81.6,0.0,0.0,0.0,0.0,0.0,0.0,80.0,81.6,59.44,48.0,35.7,3.14,5.0,5.1,3.71,5.0,3.7,0.0,0.0
52,52,66,2735,2015,46081,0,0,0,2,3,0,5,5,0,0,0,0,0,0,0,1,1,1,609702,CRANE HS,46081,,1270.0,609702,525,609702,Richard T Crane Technical Preparatory HS,57.0,0.0,0.0,10.0,0.1754,56.0,0.9825,CRANE HS,,Closed,85.2,32.5,CRANE HS,57.0,0.0,0.0,50.0,87.7,2.0,3.5,0.0,0.0,4.0,7.0,1.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,CRANE HS,2015.0,17.0,2.0,10.0,5.0,10.0,58.8,0.0,0.0,0.0,0.0,0.0,0.0,10.0,58.8,18.83,8.0,15.1,3.2,4.0,23.5,7.53,4.0,7.5,0.0,0.0
53,53,68,652,2011,46131,0,0,0,5,0,0,5,5,0,0,0,2,0,0,0,0,2,2,609708,FOREMAN HS,46131,,1330.0,1330,31,1330,Foreman HS,1831.0,217.0,0.11851447296559255,268.0,0.14636810486073185,1555.0,0.8492626979792464,FOREMAN HS,,,84.4,57.2,Foreman HS,1831.0,91.0,5.0,291.0,15.9,9.0,0.5,0.0,0.0,1417.0,77.4,14.0,0.8,7.0,0.4,1.0,0.1,1.0,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,54,69,1163,2012,46131,0,0,0,5,0,0,5,5,0,0,0,2,0,0,0,5,7,6,609708,FOREMAN HS,46131,,1330.0,609708,174,609708,Edwin G Foreman High School,1715.0,245.0,0.1429,261.0,0.1522,1501.0,0.8752,FOREMAN HS,,,82.1,55.2,Foreman HS,1715.0,69.0,4.0,288.0,16.8,6.0,0.3,0.0,0.0,1329.0,77.5,12.0,0.7,7.0,0.4,3.0,0.2,1.0,0.1,FOREMAN HS,2012.0,781.0,271.0,371.0,139.0,530.0,67.9,168.0,21.5,10.67,143.0,9.1,1.32,362.0,46.4,22.99,249.0,15.8,3.69,104.0,13.3,6.6,88.0,5.6,6.0,0.38
55,55,70,1708,2013,46131,0,0,0,5,7,0,12,12,0,0,0,3,0,0,0,5,8,8,609708,FOREMAN HS,46131,,1330.0,609708,176,609708,Edwin G Foreman High School,1572.0,243.0,0.1546,268.0,0.1705,1277.0,0.8123,FOREMAN HS,,,85.2,59.7,Foreman HS,1572.0,58.0,3.7,267.0,17.0,4.0,0.3,0.0,0.0,1224.0,77.9,9.0,0.6,7.0,0.4,1.0,0.1,2.0,0.1,FOREMAN HS,2013.0,703.0,221.0,342.0,140.0,874.0,124.3,513.0,73.0,35.63,286.0,19.9,1.12,361.0,51.4,25.07,224.0,15.6,2.34,115.0,16.4,7.99,94.0,6.5,2.0,0.14
56,56,71,2226,2014,46131,0,0,0,2,5,0,7,7,0,0,0,3,0,0,0,4,7,7,609708,FOREMAN HS,46131,,1330.0,609708,168,609708,Edwin G Foreman High School,1507.0,263.0,0.1745189117451891,240.0,0.15925680159256805,1417.0,0.940278699402787,FOREMAN HS,,,87.0,60.1,,1507.0,57.0,3.8,222.0,14.7,5.0,0.3,0.0,0.0,1201.0,79.7,6.0,0.4,10.0,0.7,2.0,0.1,4.0,0.3,FOREMAN HS,2014.0,718.0,99.0,451.0,168.0,971.0,135.2,544.0,75.8,40.91,310.0,23.3,1.09,427.0,59.5,32.11,256.0,19.3,2.23,124.0,17.3,9.33,94.0,7.1,1.0,0.08
57,57,72,2227,2014,46131,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,609708,FOREMAN HS,46131,,1330.0,609708,168,609708,Edwin G Foreman High School,1507.0,263.0,0.1745189117451891,240.0,0.15925680159256805,1417.0,0.940278699402787,FOREMAN HS,,,87.0,60.1,,1507.0,57.0,3.8,222.0,14.7,5.0,0.3,0.0,0.0,1201.0,79.7,6.0,0.4,10.0,0.7,2.0,0.1,4.0,0.3,FOREMAN HS,2014.0,718.0,99.0,451.0,168.0,971.0,135.2,544.0,75.8,40.91,310.0,23.3,1.09,427.0,59.5,32.11,256.0,19.3,2.23,124.0,17.3,9.33,94.0,7.1,1.0,0.08
58,58,73,2739,2015,46131,0,0,0,2,7,0,9,8,0,0,0,4,0,0,0,4,8,6,609708,FOREMAN HS,46131,,1330.0,609708,167,609708,Edwin G Foreman High School,1276.0,229.0,0.1795,221.0,0.1732,1229.0,0.9632,FOREMAN HS,,,88.4,59.2,FOREMAN HS,1276.0,60.0,4.7,213.0,16.7,4.0,0.3,0.0,0.0,979.0,76.7,4.0,0.3,10.0,0.8,2.0,0.2,4.0,0.3,FOREMAN HS,2015.0,1084.0,298.0,622.0,164.0,830.0,76.6,447.0,41.2,37.86,259.0,21.9,1.09,383.0,35.3,32.44,196.0,16.6,1.94,100.0,9.2,8.47,82.0,6.9,3.0,0.25
59,59,75,660,2011,46221,0,0,0,18,0,0,18,18,0,0,0,1,0,0,0,0,1,1,609720,LANE TECH HS,46221,,1440.0,1440,41,1440,Lane Tech HS,4165.0,27.0,0.006482593037214886,184.0,0.04417767106842737,2459.0,0.5903961584633853,LANE TECH HS,,,96.3,92.2,Lane Tech HS,4165.0,1201.0,28.8,395.0,9.5,27.0,0.6,0.0,0.0,1950.0,46.8,130.0,3.1,452.0,10.9,7.0,0.2,3.0,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,60,76,1171,2012,46221,0,0,0,15,0,0,15,15,0,0,0,1,0,0,0,14,15,14,609720,LANE TECH HS,46221,,1440.0,609720,10,609720,Albert G Lane Technical High School,4366.0,21.0,0.0048,177.0,0.0405,2776.0,0.6358,LANE TECH HS,,,96.4,90.0,Lane Tech HS,4366.0,1282.0,29.4,378.0,8.7,23.0,0.5,2.0,0.0,2057.0,47.1,119.0,2.7,456.0,10.4,6.0,0.1,43.0,1.0,LANE HS,2012.0,251.0,92.0,125.0,34.0,251.0,100.0,130.0,51.8,3.02,113.0,2.6,1.05,121.0,48.2,2.81,86.0,2.0,4.9,4.0,1.6,0.09,3.0,0.1,0.0,0.0
61,61,77,1716,2013,46221,0,0,0,15,0,0,15,15,0,0,0,1,0,0,0,14,15,14,609720,LANE TECH HS,46221,,1440.0,609720,11,609720,Albert G Lane Technical High School,4270.0,14.0,0.0033,182.0,0.0426,2623.0,0.6143,LANE TECH HS,,,94.4,91.4,Lane Tech HS,4270.0,1279.0,30.0,363.0,8.5,18.0,0.4,2.0,0.0,1994.0,46.7,110.0,2.6,418.0,9.8,9.0,0.2,77.0,1.8,LANE HS,2013.0,110.0,14.0,61.0,35.0,91.0,82.7,18.0,16.4,0.43,18.0,0.4,0.94,73.0,66.4,1.74,69.0,1.6,3.77,1.0,0.9,0.02,1.0,0.0,0.0,0.0
62,62,78,2235,2014,46221,0,0,0,8,1,0,9,8,0,0,0,0,0,0,0,8,8,8,609720,LANE TECH HS,46221,,1440.0,609720,10,609720,Albert G Lane Technical High School,4120.0,25.0,0.006067961165048544,163.0,0.039563106796116514,2413.0,0.5856796116504854,LANE TECH HS,,,93.6,95.0,,4120.0,1237.0,30.0,359.0,8.7,25.0,0.6,2.0,0.0,1883.0,45.7,94.0,2.3,427.0,10.4,14.0,0.3,79.0,1.9,LANE HS,2014.0,226.0,57.0,126.0,43.0,80.0,35.4,0.0,0.0,0.0,0.0,0.0,0.0,80.0,35.4,1.97,64.0,1.6,3.34,32.0,14.2,0.79,30.0,0.7,0.0,0.0
63,63,79,2747,2015,46221,0,0,0,7,1,0,8,8,0,0,0,0,0,0,0,8,8,5,609720,LANE TECH HS,46221,,1440.0,609720,10,609720,Albert G Lane Technical High School,4071.0,16.0,0.0039,186.0,0.0457,2384.0,0.5856,LANE TECH HS,,,94.2,94.8,LANE HS,4071.0,1345.0,33.0,362.0,8.9,20.0,0.5,0.0,0.0,1810.0,44.5,99.0,2.4,421.0,10.3,14.0,0.3,0.0,0.0,LANE HS,2015.0,182.0,78.0,88.0,16.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.02,1.0,0.0,3.0,13.0,7.1,0.32,13.0,0.3,0.0,0.0
64,64,81,661,2011,46241,0,0,0,6,0,0,6,6,0,0,0,1,0,0,0,0,1,1,609724,MATHER HS,46241,,1480.0,1480,44,1480,Mather HS,1603.0,259.0,0.1615720524017467,208.0,0.12975670617592014,1346.0,0.8396756082345602,MATHER HS,,,87.6,55.9,Mather HS,1603.0,340.0,21.2,238.0,14.8,13.0,0.8,5.0,0.3,593.0,37.0,24.0,1.5,385.0,24.0,4.0,0.2,1.0,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,65,82,1172,2012,46241,0,0,0,7,0,0,7,7,0,0,0,1,0,0,0,6,7,7,609724,MATHER HS,46241,,1480.0,609724,584,609724,Stephen T Mather High School,1656.0,283.0,0.1709,199.0,0.1202,1432.0,0.8647,MATHER HS,,,88.7,60.6,Mather HS,1656.0,365.0,22.0,236.0,14.3,6.0,0.4,0.0,0.0,614.0,37.1,26.0,1.6,403.0,24.3,6.0,0.4,0.0,0.0,MATHER HS,2012.0,379.0,8.0,318.0,53.0,379.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,379.0,100.0,23.49,222.0,13.8,2.79,35.0,9.2,2.17,31.0,1.9,3.0,0.19
66,66,83,1717,2013,46241,0,0,0,7,0,0,7,6,0,0,0,1,0,0,0,6,7,6,609724,MATHER HS,46241,,1480.0,609724,582,609724,Stephen T Mather High School,1710.0,310.0,0.1813,193.0,0.1129,1498.0,0.8759999999999999,MATHER HS,,,87.5,63.9,Mather HS,1710.0,381.0,22.3,238.0,13.9,9.0,0.5,2.0,0.1,629.0,36.8,31.0,1.8,412.0,24.1,7.0,0.4,1.0,0.1,MATHER HS,2013.0,481.0,11.0,393.0,77.0,475.0,98.8,0.0,0.0,0.0,0.0,0.0,0.0,475.0,98.8,28.29,262.0,15.6,2.43,69.0,14.3,4.11,60.0,3.6,1.0,0.06
67,67,84,2236,2014,46241,0,0,0,6,0,0,6,6,0,0,0,0,0,0,0,6,6,6,609724,MATHER HS,46241,,1480.0,609724,555,609724,Stephen T Mather High School,1623.0,310.0,0.19100431300061613,187.0,0.11521873074553295,1432.0,0.8823166974738139,MATHER HS,,,89.6,67.1,,1623.0,341.0,21.0,202.0,12.4,11.0,0.7,3.0,0.2,604.0,37.2,28.0,1.7,426.0,26.2,6.0,0.4,2.0,0.1,MATHER HS,2014.0,397.0,96.0,267.0,34.0,275.0,69.3,60.0,15.1,3.87,57.0,3.7,1.0,215.0,54.2,13.86,155.0,10.0,2.3,52.0,13.1,3.35,44.0,2.8,2.0,0.13
68,68,85,2748,2015,46241,0,0,0,6,0,0,6,6,0,0,0,0,0,0,0,6,6,6,609724,MATHER HS,46241,,1480.0,609724,565,609724,Stephen T Mather High School,1579.0,333.0,0.2109,170.0,0.1077,1437.0,0.9101,MATHER HS,,,90.8,69.1,MATHER HS,1579.0,319.0,20.2,188.0,11.9,8.0,0.5,0.0,0.0,605.0,38.3,30.0,1.9,425.0,26.9,4.0,0.3,0.0,0.0,MATHER HS,2015.0,353.0,55.0,259.0,39.0,242.0,68.6,138.0,39.1,8.87,113.0,7.3,1.0,104.0,29.5,6.68,84.0,5.4,2.45,35.0,9.9,2.25,29.0,1.9,1.0,0.06
